-100,-174.92605913780665
-100,-73.83015729999292
-100,-25.45053709263179
-100,-12.280053395526224
-100,-148.96519336401036
-100,-133.95700340112512
-100,-276.87162886889905
-100,-282.8846387622174
-100,-544.2033664541174
-100,-325.97034020924195
100,227.78346904392444
-100,-262.851784934728
-100,-248.85016811129063
-100,-80.39586382288616
-100,-83.8635381515507
-100,-190.97313304317518
-100,-478.01167924140003
-100,-235.782180966875
-100,-275.0308785851371
-100,-225.07007636370162
-100,-184.86026093634814
-100,-267.03336754835414
-100,-116.17070201817823
-100,-176.26738115882995
-100,-185.46738362315497
-100,-16.832703584077862
-100,-345.12360927728736
-100,-256.9989035492981
-100,-300.4302978337132
-100,-260.94874158684576
-100,-615.156452481089
-100,-415.7074124097478
-100,-435.180730617994
-100,-235.1864334859498
-100,-649.1914861714992
-100,-516.1106500791564
-100,-478.6096426487596
-100,-639.8097948916134
-100,-529.2001720141395
-100,-415.2352869507717
-100,-792.2977058931525
-100,-362.86492428375834
-100,-552.2091807799385
-100,-184.16336683560348
-100,-69.56628084823669
-100,-13.328261891152152
-100,-219.29610939703431
-1.3919619830615761,-369.9095792905931
-2.01436635423144,-158.75083884586184
-3.7439774648497943,-163.6597599726748
-0.11801969775922203,-123.48279721875363
-100,-188.8612398337052
-1.2888741494766578,-110.3159745577631
-100,-184.16949981076377
-100,-225.80038931166058
0.7677557196458349,-124.37122682261399
-100,-199.9412663162602
-100,-171.54545599870823
-100,-185.78781464883204
-100,-131.0793477232814
-100,-122.98374805345162
-100,-242.40179234911346
-100,-154.8340681096865
-100,-144.1819559392232
-100,-429.5133425989161
-100,-248.83152818221384
-100,-130.97035048875716
-100,-113.50087561096362
-1.226703563559272,-69.05465431233294
-0.28399592562462206,-155.72019153185445
-100,-199.68764969260607
-100,-193.8083763656025
-100,-54.2187121163859
-100,-181.56865739644428
-100,-222.9165995752457
-100,-160.33892250735164
-100,-345.3140493999555
-100,-418.7709625124664
-100,-252.79350316073078
-100,-278.54005772247785
-100,-281.6530575375508
-100,-574.5190438106741
-100,-628.4424441093058
-100,-323.4767929773834
-100,-209.19950349017057
-100,-277.10170116313213
-100,-155.73850864122556
-100,-176.94156305042694
-100,-173.8809647081851
-100,-144.65631361036313
-100,-187.82943955606657
-100,-224.25563348914602
-100,-231.33438883972033
-100,-169.20722864453143
-100,-146.73585395256492
0.2450815901125168,-118.41920347173982
-100,-261.43598251928495
1.8133298055576574,-94.00143696286386
